user,risk,z_rule,z_lm,z_sim,z_peer,rule,lm,sim,peer,len,is_malicious,scenario
CCA0046,0.842975070884161,0.8664453430040375,0.5312798496817458,0.9648258859657344,0.9928966150317554,592.8053976020185,6.277378410753788,1.1797554940459951,202.38590414805626,7469,True,3
AJF0370,0.7957087608987015,1.0,0.3958034485386125,0.9007396569772226,0.6090877129778223,684.1809496565742,5.406303296004372,1.1054806286567833,124.15267171854123,27688,False,0
MPM0220,0.7905792318292598,0.8676898256066498,0.3326654153822955,0.907880874040563,1.0,593.6568488909048,5.000343519891152,1.1137571795549464,203.83381419986353,15985,True,3
BAL0044,0.7702559182770892,0.8844343967093414,0.45286881319578076,0.9541203777281064,0.5825220168144645,605.1131654495365,5.773217523482577,1.1673479894100858,118.73768454268932,13093,False,0
IBB0359,0.7635909847489278,0.8773875191496618,0.47090409060842686,0.9221458619936764,0.5861246231263902,600.2918260686413,5.889179279251098,1.130290061528485,119.47201752830965,17840,False,0
BSS0369,0.7477609505598326,0.8164029403921752,0.4236173593813977,1.0,0.5765086835112199,558.5673390599379,5.585138911466373,1.2205217027356685,117.5119638794339,11999,True,3
GTD0219,0.7449610299674068,0.7153287680543579,0.496132981394527,0.976832904851358,0.7692980016927914,489.4143158440978,6.051393943584293,1.1936714277111713,156.80894594137473,4494,True,3
HDS0367,0.7376485703328003,0.7550758603279683,0.5057982739114398,0.9850014643984418,0.5880547021314302,516.6085191819441,6.113539053117883,1.203138651330963,119.86543289361403,12824,False,0
EIS0041,0.7288187878451436,0.7536957818516345,0.49771727228394896,0.9615039939505631,0.5828068144003948,515.6642957794055,6.0615804879319075,1.1759054768713448,118.79573592090442,12797,False,0
MOS0047,0.6860991250029939,0.6438277026467669,0.5690453853254775,0.9475144476327721,0.5192023664733237,440.49464901207546,6.520200171716281,1.159691827137073,105.83099869985291,6976,True,2
IRM0931,0.6621728037160978,0.7333155053160063,0.6370700169848492,0.7114311043059246,0.4238321474416284,501.72049882499573,6.9575794003383225,0.8860751886954503,86.39132319354604,10795,False,0
DLM0051,0.6496954052614929,0.740858291553976,0.5558498728974571,0.650353281869163,0.530625290620802,506.88112947634636,6.435356742119482,0.8152870160824248,108.15937689814915,34538,False,0
AOK0844,0.6131837798791444,0.6114667828926741,0.4592401774504391,0.854117931633114,0.4214636554913891,418.35392420296,5.8141836017250395,1.0514468303072624,85.9085444454271,3770,False,0
BVC0790,0.5972093640275443,0.4874723092158321,0.8278200767414833,0.7131082412127727,0.38919576459814387,333.5192674505712,8.184048577176135,0.8880189622636806,79.33125716847188,8542,False,0
MCF0600,0.5655560542910054,0.4006430470492837,0.3431172830968494,0.9590851135068862,0.6460273365013369,274.11234040348245,5.0675460864782425,1.1731020349746637,131.68221607644622,1032,True,1
NOB0181,0.56261697772125,0.5024809484847371,0.5366648403266457,0.7724802335008942,0.40781047924534986,343.78789251862355,6.312002384407878,0.9568301063221032,83.12556545525395,5649,False,0
NAF0326,0.5575489963303628,0.5230105219859648,0.6093647025998425,0.6525352493696972,0.42225356449056084,357.8338356127379,6.779442029523527,0.8178158798483809,86.06955460959907,12956,False,0
IKP0472,0.5422479992139357,0.43043276005163733,0.5479083026361435,0.8082246823675537,0.3895804271610906,294.49389453542955,6.3842946813598695,0.998257323524392,79.4096644058572,3963,False,0
BDI0533,0.5331706216679105,0.5145995381598343,0.411878727192942,0.729447264188803,0.41728829945458396,352.0792007110299,5.5096628116122215,0.9069556160704357,85.05746569880267,6981,False,0
RAW0915,0.5262174559598145,0.3973256599414925,0.76137290302052,0.644878280578116,0.35862027489723014,271.8426473416954,7.7568119589505695,0.8089415813405683,73.09893848170599,7112,False,0
LBF0214,0.5242491735289518,0.4805602203648043,0.5107126728453781,0.6835579276111656,0.3932871260744201,328.79014793636435,6.145137254569824,0.8537706440272961,80.16521498345165,10013,False,0
EHD0584,0.5218410682283849,0.41398666547656654,0.5353660061070834,0.6958187307087422,0.5014567875943736,283.2417899309158,6.303651246074565,0.8679807093410061,102.21384967177198,889,True,1
BRB0355,0.5171158053596852,0.35661036426365655,0.7083032657437387,0.6978033580167948,0.3890677800085074,243.9860176792854,7.415589133495221,0.8702808591310615,79.30516958140747,8447,False,0
MLM0950,0.515258539354575,0.541361491074508,0.2810308966293735,0.7256340100948143,0.4073284071679569,370.3892190708559,4.668348102473673,0.9025361184810763,83.02730286499968,6251,False,0
ILJ0526,0.4907370088499308,0.4441136679741686,0.6018840148407537,0.5928030095602569,0.29675990868032315,303.85411111003117,6.731343313487601,0.748587214950067,60.48970408791345,4865,False,0
OBH0499,0.48625729909998927,0.35200670694383834,0.6415323949853704,0.6292427307748356,0.3989163642111398,240.8362830423187,6.986271234458957,0.790820241151662,81.31264406389856,18266,False,0
IBS0836,0.48509556398641,0.35400621819358763,0.6170125857549839,0.692715903895116,0.3127438905613278,242.2043105480212,6.828615764880702,0.864384585063676,63.747780080820135,2969,False,0
LRR0148,0.47327497400543256,0.3120614749973446,0.7491551423365326,0.5866747689761319,0.34633775530103483,213.5065163149145,7.678255197773091,0.7414846868150415,70.59534566442893,9293,False,0
KCO0122,0.47049147861359875,0.2890034470598694,0.6196031169393991,0.6794620155614096,0.40735981674279154,197.7306528634449,6.845272151009104,0.8490235506042112,83.03370519844063,7216,False,0
JHP0583,0.4700083258953792,0.3683702134279808,0.45928375577177616,0.7013021502780892,0.3698530120020622,252.0318824483508,5.814463798061368,0.874335900726332,75.38855012968824,4999,False,0
HSB0196,0.46850490235738623,0.39018120597310474,0.37123621065024015,0.6548867387247815,0.4964232877126725,266.9545480408262,5.248342873509235,0.8205412166027773,101.18785219211028,26282,False,0
NGC0058,0.46799311678032857,0.35896653568362036,0.6054531417541528,0.6227573681954259,0.3175102140479558,245.5980652789499,6.754291794620928,0.7833038146090388,64.71931797680992,6546,False,0
MAR0955,0.4658092522281606,0.39081373237594,0.12486079566293341,0.7926568045911456,0.5756493266494099,267.38731055580087,3.6642183243579614,0.9802144140805287,117.33679789253237,1080,True,1
BTL0226,0.45969243576416186,0.2664217559708572,0.5337331554259811,0.6877529622184809,0.49625907824001725,182.28069000931313,6.293152475938893,0.8586326188334168,101.1543807489712,3117,True,1
HCL0651,0.4581904145126842,0.17002303648525746,0.7848847154541552,0.7115647549451871,0.36875378727635616,116.32652256597781,7.907986292936289,0.8862300875465309,75.16449096118478,4139,False,0
LJR0523,0.4549152765335248,0.3780577673082956,0.3961942999875455,0.5943586518948443,0.5057576442599093,258.65992226203383,5.408816360773266,0.7503901783451506,103.09050969023504,840,True,1
AHD0848,0.45413277938040253,0.2369864248672686,0.7922167490996362,0.6399423057658004,0.27272855448078476,162.1415972214042,7.955129204876623,0.803220869254123,55.59130150103364,2242,False,0
CHM0821,0.4526917462005529,0.2789556863033359,0.5076224987368221,0.7566474626273422,0.3361540418334573,190.85616636711774,6.125268305118161,0.9384801902179412,68.5195605056141,3520,False,0
WDD0366,0.44590088444340226,0.24009910542593674,0.36849423521340213,0.8069329033800933,0.49619446256882566,164.2712339620113,5.2307127434782466,0.9967601733265947,101.14120989025514,5910,True,1
JDC0030,0.44463121149682566,0.31767740585279036,0.6193835394845298,0.5653368418937336,0.3489955385691343,217.34882922079905,6.843860329798305,0.7167543869246539,71.13709176528222,7952,False,0
EHB0824,0.44455710706596624,0.3232993444038383,0.3074460833913334,0.6862767136067682,0.5478598281631478,221.1952524775659,4.83819031591933,0.8569216714326011,111.67235842137623,584,True,1
AAM0658,0.44424273216299537,0.27946201097506407,0.6810627842870423,0.5331028356760819,0.41979774664360525,191.20258406185528,7.240440507531563,0.6793957139217489,85.56897589087401,1179,True,1
RSC0089,0.4393074239300168,0.38998963868323244,0.7052740748399309,0.38091687933368606,0.3135168910354406,266.8234813505182,7.396112288879718,0.5030147409753424,63.905343715836864,12672,False,0
QOS0878,0.4381419873207414,0.2314001459887449,0.7314222669550213,0.6386542580222561,0.26422607352450095,158.31957163324938,7.564237801920752,0.8017280435054932,53.85820837755261,2556,False,0
NMS0280,0.4355573240956684,0.29821207244758374,0.6307468503821521,0.6021581130430173,0.26389064519633393,204.03101892624295,6.9169232194274874,0.7594296231062518,53.78983674203164,3117,False,0
LJT0817,0.435474647987213,0.23921854864624728,0.6254455931938157,0.6323001132735795,0.3774872104770408,163.66877378825686,6.882837628323193,0.7943636962296358,76.94465792320192,7391,False,0
HPH0075,0.4273199628890163,0.36245440997223355,0.4560555923887524,0.5051776761359497,0.432217742589233,247.98440242201602,5.7937076164270005,0.6470309220069774,88.10059103681816,25093,False,0
FKK0055,0.42506561437287615,0.320239363029157,0.5989758747469163,0.5300879425825684,0.29768472377458643,219.10167151470506,6.7126447914972625,0.6759015033523657,60.678212676006744,6632,False,0
RHL0992,0.42480429709549977,0.1378199245398631,0.8385013706289611,0.6200549811096745,0.3130820525089576,94.29376685328093,8.25272628945812,0.7801717932654251,63.816708920422776,3358,True,2
LBH0942,0.42230581504430725,0.3390377957082497,0.23951791102496411,0.6647724601898286,0.4839599967237159,231.96320103714189,4.401431293392311,0.8319986021079103,98.64741205234847,23965,False,0
HAD0246,0.42018775020351157,0.2839944744575474,0.5732922016797681,0.5846528883609582,0.30512198662866286,194.30360923158446,6.547506005144975,0.7391413610663536,62.1941783307601,7266,False,0
CAH0936,0.4174001884402219,0.24150289790693713,0.44171566315191607,0.6522637213257723,0.4625997754374718,165.23168203478292,5.701505908970375,0.8175011833959569,94.29347667542022,2555,True,1
WIQ0567,0.4167989064795981,0.3733070726000444,0.47526357232297733,0.49420404939474605,0.32581567084198876,255.40958744501407,5.917209519224317,0.6343126725187689,66.41225091380983,11044,False,0
QJR0688,0.4141653882439076,0.258289596279443,0.5572404534728282,0.6068858124356002,0.31786670619109764,176.71682126888243,6.444297783688633,0.7649089474716737,64.7919831300788,6512,False,0
HRL0540,0.4059401432403129,0.14358502494915976,0.47055868229985043,0.7283225616283131,0.48209170929067086,98.23813872617902,5.886958401079772,0.9056521046514964,98.26659189884923,11711,False,0
ATP0662,0.40376743891707206,0.3187563055606455,0.5817179049256862,0.47154117872878165,0.28024027350320807,218.08699184750358,6.601680904683593,0.6080467852194964,57.12244384057185,10630,False,0
VCC0396,0.40223501688955615,0.27095960549850184,0.6948573163992846,0.44263242446454176,0.294810701961087,185.38540020853569,7.329135465038521,0.574542023503354,60.09238984766755,7564,False,0
BRM0995,0.39727924247161306,0.21017594742875115,0.4835127600355164,0.6024410245946084,0.439307035629048,143.79837930677317,5.970249473582845,0.759757512853287,89.54562867710419,10589,False,0
TDS0984,0.39422506906453125,0.35607183284605226,0.22610415396587863,0.6183380311499141,0.3466066489697071,243.61756474256896,4.3151846122665045,0.7781818770360885,70.6501552865286,9836,False,0
BDV0168,0.3921295874590859,0.2515208463055194,0.20158729324050398,0.6885166766269207,0.527164140880314,172.0857714837355,4.157548100745298,0.8595177510338594,107.45387754502862,3463,True,1
CGB0637,0.3915389766490906,0.1734540662978223,0.5408208546272107,0.6193286332115299,0.39440680601091366,118.67396780143845,6.338724386197253,0.7793299682241965,80.39344361559019,6688,False,0
NGF0157,0.38904692496542814,0.2484901174478016,0.7259879259801112,0.45105895304258203,0.21125703019759787,170.01220453571057,7.529296519539726,0.584308228906772,43.06132624171212,5527,False,0
FOB0756,0.38894663436244625,0.1351256247421526,0.7292225040624758,0.6076446302678816,0.24760484057413076,92.45037825902384,7.550093945884739,0.7657884046224095,50.4702390685742,3197,False,0
KMB0922,0.3859401429980947,0.18113348770768314,0.5838315031149643,0.5892884668172067,0.3293222039181795,123.92808163445005,6.615270745938044,0.7445139188104005,67.12700092534777,6162,False,0
RGG0064,0.3855839748566202,0.22593950633167306,0.46170056565779694,0.5324627866680735,0.46501575016915453,154.58350600694163,5.830003205153891,0.6786539078479222,94.7859340199896,2582,True,1
MOH0273,0.38482667666079023,0.31766425112639457,0.2888975093202629,0.5455631799559555,0.4239378623812728,217.33982900760108,4.718928207160437,0.6938370441216699,86.41287147291168,20697,False,0
FFC0891,0.38409263326247,0.3084101166158657,0.6546433338263893,0.40540951610848514,0.18965027215816352,211.00832646993777,7.070570879703792,0.531401296530065,38.65713833804065,3447,False,0
MPT0376,0.3789517592797629,0.3519160973107251,0.6156884388512919,0.31322629859787543,0.24494038623830366,240.77428965748726,6.8201018731154495,0.42456249231563137,49.9271331785412,6888,False,0
